school,gender,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Salc,subject,G3_d
GP,M,16,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,Medium,High,Low,Very Low,Very Low,Very High,2,9,9,9,Extremely Low,port,F
GP,M,16,U,GT3,T,secondary education,5th to 9th grade,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,Very High,Medium,Medium,Very Low,Medium,Low,0,12,12,12,Low,port,C
GP,M,17,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,High,High,Low,Very High,Very High,High,0,16,16,16,Extremely High,port,A
GP,F,16,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,High,Very High,Low,Very Low,Very Low,Very High,4,9,10,10,Extremely Low,port,D
GP,F,16,U,GT3,A,higher education,primary education (4th grade),other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,Very High,Medium,Medium,Very Low,Low,Very High,0,14,13,13,Very Low,port,C
GP,F,18,U,LE3,A,5th to 9th grade,higher education,services,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Medium,18,10,10,10,Extremely Low,port,D
GP,F,18,U,LE3,T,5th to 9th grade,5th to 9th grade,at_home,services,course,mother,1,2,1,no,yes,no,no,no,yes,yes,yes,Very High,Medium,Very Low,Very Low,Very Low,Very High,16,9,8,10,Extremely Low,port,D
GP,F,18,U,GT3,T,secondary education,secondary education,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,High,Very Low,Very Low,Very Low,Very Low,Medium,14,8,7,7,Extremely Low,port,F
GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,High,High,Medium,Low,Low,Very Low,26,7,8,8,Low,port,F
GP,M,17,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,High,Low,Very Low,Very Low,Low,Very High,6,10,8,9,Very Low,port,F
GP,F,17,U,GT3,T,secondary education,5th to 9th grade,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,Very High,High,Low,Very Low,Very Low,Medium,4,14,14,15,Extremely Low,port,B
GP,F,17,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,Low,Very Low,Low,High,10,11,10,10,Very Low,port,D
GP,F,16,U,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,Very High,Medium,Very High,Very Low,Low,Very High,4,12,11,11,Very Low,port,D
GP,F,17,R,GT3,T,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,Low,Very Low,Very Low,Very Low,Very Low,Medium,2,13,13,13,Extremely Low,port,C
GP,F,17,R,LE3,A,primary education (4th grade),higher education,other,other,course,other,4,1,1,no,yes,no,no,yes,yes,yes,no,Very High,Very High,High,Very Low,Very Low,Very High,14,9,9,8,Extremely Low,port,F
GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,Very High,Very High,High,Medium,Very High,Low,16,8,7,8,High,port,F
GP,F,17,U,LE3,A,5th to 9th grade,5th to 9th grade,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,Medium,Very Low,Low,Very Low,Very Low,Very Low,8,11,9,10,Extremely Low,port,D
GP,F,17,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,High,Medium,Medium,Very Low,Medium,Very High,4,15,14,15,Low,port,B
GP,F,17,U,LE3,A,higher education,5th to 9th grade,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,High,Medium,Low,Very Low,Very Low,High,4,15,14,14,Extremely Low,port,B
GP,M,17,U,LE3,T,higher education,secondary education,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,Low,Very High,Very High,Very Low,High,Very High,8,15,15,15,Medium Low,port,B
GP,M,17,R,LE3,A,higher education,higher education,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,Medium,Medium,Medium,Low,Medium,High,0,12,12,12,Medium Low,port,C
GP,M,16,U,LE3,T,higher education,secondary education,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,Very High,High,Very High,Very Low,Very Low,Medium,7,14,14,15,Extremely Low,port,B
GP,M,16,U,GT3,T,higher education,higher education,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,Very High,Medium,Low,Very Low,Low,Very High,4,14,15,15,Very Low,port,B
GP,F,17,U,GT3,T,higher education,higher education,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,Very High,Medium,Very Low,Very Low,High,Very High,2,11,11,12,Medium Low,port,C
GP,M,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,High,Medium,Medium,Very Low,Very Low,Very Low,2,13,14,15,Extremely Low,port,B
GP,F,17,U,GT3,T,secondary education,secondary education,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,High,Low,Low,Low,Medium,Very High,10,11,11,11,Medium Low,port,D
GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,High,Medium,Low,Very Low,Very Low,High,10,10,9,10,Extremely Low,port,D
GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,other,2,3,0,no,yes,no,no,no,yes,yes,yes,High,High,High,Very Low,Very Low,Medium,10,12,10,11,Extremely Low,port,D
GP,M,16,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,High,7,15,16,16,Extremely Low,port,A
GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,High,Medium,High,Very Low,Low,Very High,4,11,10,11,Very Low,port,D
GP,M,17,U,GT3,T,5th to 9th grade,secondary education,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,Very High,Low,Low,Very Low,Very Low,Low,2,9,12,13,Extremely Low,port,C
GP,M,22,U,GT3,T,secondary education,primary education (4th grade),services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,Very High,High,Very High,Very High,Very High,Very Low,12,7,8,5,Extremely High,port,F
GP,M,18,R,LE3,T,secondary education,secondary education,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,High,Medium,Medium,Very Low,Medium,Very High,8,10,9,10,Low,port,D
GP,M,16,U,GT3,T,none,5th to 9th grade,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,High,Medium,Low,Low,High,Very High,0,11,12,11,Medium,port,D
GP,M,18,U,GT3,T,secondary education,5th to 9th grade,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,High,High,Very High,Low,High,Very High,8,7,8,7,Medium,port,F
GP,M,16,U,GT3,T,secondary education,secondary education,at_home,other,reputation,other,3,2,1,yes,yes,no,no,no,yes,yes,no,Very High,Medium,Medium,Very Low,Medium,Low,4,9,11,10,Low,port,D
GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,Medium,Low,Very High,Low,Very High,Very High,4,7,8,6,Medium High,port,F
GP,M,16,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,Medium,Medium,Low,Very Low,Medium,Medium,2,14,13,12,Low,port,C
GP,M,17,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,High,High,Low,Low,High,Very High,0,12,12,13,Medium,port,C
GP,M,17,U,LE3,T,primary education (4th grade),primary education (4th grade),health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,High,High,High,Very Low,Low,Very High,0,9,10,10,Very Low,port,D
GP,F,18,U,LE3,A,5th to 9th grade,primary education (4th grade),other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,High,Medium,High,Very Low,Medium,Very High,2,12,12,13,Low,port,C
GP,F,17,U,LE3,T,higher education,5th to 9th grade,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,High,Low,Medium,Very Low,Very Low,High,2,14,15,17,Extremely Low,port,A
GP,F,19,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Very High,0,10,10,11,Extremely Low,port,D
GP,M,18,U,LE3,T,5th to 9th grade,primary education (4th grade),services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,High,High,Very High,High,High,Very High,4,11,10,11,High,port,D
GP,F,17,R,GT3,T,higher education,5th to 9th grade,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,High,Very Low,Medium,Very High,2,11,12,14,Low,port,B
GP,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,High,High,Medium,Low,Medium,Medium,4,11,12,14,Medium Low,port,B
GP,F,18,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,Medium,Low,Medium,Very Low,Very Low,Very High,4,11,11,13,Extremely Low,port,C
GP,M,19,U,LE3,A,higher education,secondary education,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Very Low,Very Low,Very Low,Very Low,4,11,13,14,Extremely Low,port,B
GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,Very High,Low,High,Very Low,Low,High,2,16,16,16,Very Low,port,A
GP,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,Very High,Low,Low,Very Low,Very Low,High,0,9,10,10,Extremely Low,port,D
GP,F,17,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,Medium,High,Very Low,Very Low,Very Low,Low,2,10,11,12,Extremely Low,port,C
GP,F,20,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,Very Low,Low,Medium,Very Low,Low,Low,8,10,12,12,Very Low,port,C
GP,F,18,U,GT3,T,higher education,secondary education,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,Medium,Very Low,Low,Very Low,Medium,Low,2,15,15,15,Low,port,B
GP,M,18,U,GT3,T,higher education,secondary education,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,High,Medium,Low,Very Low,Very Low,Medium,2,10,10,11,Extremely Low,port,D
GP,M,18,R,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,Very High,Medium,Low,Very Low,Very Low,Medium,2,10,11,12,Extremely Low,port,C
GP,F,17,U,GT3,T,secondary education,secondary education,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,Medium,Low,Medium,Very Low,Very Low,High,2,15,12,13,Extremely Low,port,C
GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,Medium,Very Low,Very Low,Medium,0,11,12,13,Extremely Low,port,C
GP,M,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,High,High,High,Low,Medium,High,8,8,8,9,Medium Low,port,F
GP,M,18,R,LE3,A,secondary education,higher education,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,High,Low,Very High,Medium,High,Very Low,6,15,16,16,Medium High,port,A
GP,M,17,U,GT3,T,secondary education,primary education (4th grade),services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,Very High,High,High,Medium,High,Very High,0,11,11,14,Medium High,port,B
GP,F,18,R,GT3,T,higher education,higher education,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,High,Medium,High,Low,Low,High,8,10,11,12,Low,port,C
GP,M,18,U,GT3,T,higher education,5th to 9th grade,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,Very High,High,Very High,Very Low,Medium,Very High,4,10,12,14,Low,port,B
GP,F,18,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,High,Medium,Very High,Very Low,Low,Medium,12,8,9,10,Very Low,port,D
GP,F,19,U,GT3,T,secondary education,secondary education,other,services,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,Very High,Medium,Medium,Very High,16,11,12,12,Medium,port,C
GP,F,18,U,GT3,T,5th to 9th grade,secondary education,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,High,Very High,Very High,Very Low,Medium,Low,10,16,16,16,Low,port,A
GP,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,High,High,Medium,Very Low,Very Low,Medium,2,13,13,13,Extremely Low,port,C
GP,M,17,R,GT3,T,primary education (4th grade),5th to 9th grade,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,Medium,Very High,Low,Low,Low,Very Low,2,16,17,18,Low,port,A
GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,High,Low,Very High,Very Low,Low,Very Low,8,14,14,15,Very Low,port,B
GP,F,17,U,GT3,T,5th to 9th grade,higher education,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,High,Medium,Medium,Very Low,Very Low,Very Low,6,15,16,16,Extremely Low,port,A
GP,F,17,U,LE3,T,5th to 9th grade,5th to 9th grade,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,High,High,High,Low,Medium,Very High,6,12,12,12,Medium Low,port,C
GP,F,18,R,GT3,A,secondary education,5th to 9th grade,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,High,Very Low,Very Low,Very Low,Very Low,Very High,15,12,9,10,Extremely Low,port,D
GP,M,18,U,GT3,T,higher education,higher education,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,Medium,Low,High,Very Low,High,Medium,6,11,12,12,Medium Low,port,C
GP,F,18,U,GT3,T,higher education,higher education,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,Low,High,High,Very Low,Very Low,High,2,14,12,13,Extremely Low,port,C
GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,High,Low,Medium,Very Low,Very Low,Very Low,8,13,15,15,Extremely Low,port,B
GP,F,19,R,GT3,T,secondary education,5th to 9th grade,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,Medium,Medium,Medium,High,Medium,Medium,0,9,8,10,Medium High,port,D
GP,M,18,U,LE3,T,higher education,secondary education,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,High,Low,Medium,Very Low,Low,Very Low,0,10,10,10,Very Low,port,D
GP,M,18,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,Medium,High,High,Low,High,High,10,10,10,11,Medium,port,D
GP,M,17,U,LE3,A,higher education,primary education (4th grade),services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,High,Very High,High,Low,High,Very High,22,11,11,10,Medium,port,D
GP,M,17,U,LE3,A,secondary education,5th to 9th grade,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,High,High,High,Medium,High,Medium,18,13,13,13,Medium High,port,C
GP,F,18,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,Very High,Low,Low,Very Low,Very Low,Medium,2,17,17,18,Extremely Low,port,A
GP,F,18,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,Very High,High,High,Very Low,Very Low,High,0,12,13,13,Extremely Low,port,C
GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,Very High,High,Very High,Very Low,Low,Very High,12,12,12,14,Very Low,port,B
GP,F,18,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,High,Medium,Very Low,Very Low,Very Low,Very High,10,12,13,14,Extremely Low,port,B
GP,M,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,High,Medium,Medium,Very Low,Low,High,0,12,12,12,Very Low,port,C
GP,F,18,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Low,Low,0,18,18,18,Very Low,port,A
GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Medium,0,13,13,14,Extremely Low,port,B
GP,M,18,U,GT3,T,5th to 9th grade,primary education (4th grade),services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,High,Low,High,Very Low,Medium,Low,0,14,15,15,Low,port,B
GP,M,18,U,LE3,A,higher education,higher education,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,Very High,High,Medium,Very Low,Very Low,Low,0,17,17,17,Extremely Low,port,A
GP,M,18,U,GT3,T,higher education,5th to 9th grade,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,Low,Very Low,High,Very High,2,15,16,16,Medium Low,port,A
GP,F,17,U,GT3,T,higher education,secondary education,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,High,Low,Low,Very Low,Low,Medium,0,17,18,18,Very Low,port,A
GP,F,17,R,LE3,T,secondary education,primary education (4th grade),services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,Medium,Very Low,Low,Very Low,Very Low,Medium,0,18,19,19,Extremely Low,port,A
GP,M,18,R,LE3,T,secondary education,5th to 9th grade,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,Very High,High,Low,Very Low,Very Low,High,0,14,15,15,Extremely Low,port,B
GP,M,17,U,GT3,T,secondary education,secondary education,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,High,High,Medium,Very Low,Medium,Very High,0,14,15,15,Low,port,B
GP,F,19,U,GT3,T,higher education,higher education,health,other,reputation,other,2,2,0,no,yes,no,yes,yes,yes,yes,no,Low,Medium,High,Low,Medium,Low,2,14,13,13,Medium Low,port,C
GP,F,18,U,LE3,T,higher education,secondary education,other,other,home,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,High,High,Very High,Very Low,Low,Low,0,13,14,14,Very Low,port,B
GP,F,18,U,GT3,T,higher education,secondary education,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Medium,0,16,17,17,Extremely Low,port,A
GP,M,18,U,LE3,T,higher education,higher education,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,Very Low,High,Low,Low,Low,Very Low,0,18,18,17,Low,port,A
GP,F,18,U,LE3,A,higher education,higher education,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,High,Low,High,Very Low,Very Low,High,0,14,15,15,Extremely Low,port,B
GP,M,17,U,LE3,T,higher education,higher education,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,High,Very Low,Very Low,Low,Low,Very High,0,12,13,13,Low,port,C
GP,F,17,R,GT3,T,higher education,higher education,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,Very High,Medium,High,Very Low,Very Low,Very High,0,7,7,8,Extremely Low,port,F
GP,F,17,U,GT3,T,higher education,5th to 9th grade,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Medium,0,16,16,16,Extremely Low,port,A
GP,F,17,U,GT3,T,secondary education,5th to 9th grade,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,Very High,Low,Low,Very Low,Low,Very High,0,18,18,18,Very Low,port,A
GP,M,19,R,LE3,T,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,High,Medium,Very Low,Very Low,Very Low,Very High,0,9,10,11,Extremely Low,port,D
GP,M,20,U,GT3,A,secondary education,5th to 9th grade,services,other,course,other,1,1,2,no,no,no,yes,yes,yes,no,no,Very High,Very High,Medium,Very Low,Very Low,Very High,0,14,15,15,Extremely Low,port,B
